Date,Beta60M,AccrualRatioCF,AnnVol12M,AnnVol1M,AstAdjChg1YFCF,AstAdjChg1YOCF,BP,CapAcqRatio,CashCycle,CFROIC,Chg1YAstTo,Chg1YEPS,DivP,EBITDAEV,EP,EPSNumRevFY1C,EstDiffC,FCFP,HL1M,LogMktCap,LogTTMSales,LTDE,LTGC,NetProfitMargin,NIStab,PM12M1M,PM1M,PM5D,PM9M,ROE,SEV,ShareChg,SUEC,SusGrwRate,WCAccruals,x90DCV,MOM,Beta
19951130,0.001914385,0.008420427,-0.002906786,-0.003170759,0.002251153,-0.006578185,0.004559384,0.010351331,0.008736885,-0.001465223,0.012311702,0.003191243,-0.012485233,-0.019429551,-0.004904577,,,0.007285377,0.01925586,0.005003685,0.007367269,-0.000367637,,0.001312835,0.041192409,-0.025385587,0.024367717,0.015712897,-0.018096361,-0.00519909,-0.003217969,0.004618044,,-0.010302112,-0.000514984,0.010087695,-0.000965511,0.003164087
19951231,-0.024710113,0.008117013,-0.049473521,-0.045931965,-0.005656969,-0.019524238,0.011746036,-0.005864295,-0.005650555,-0.005296201,-0.015722208,-0.025353393,0.048189969,-0.004026159,-0.022295495,,,-0.018078844,-0.01048809,-0.003987953,0.014051891,-0.009227147,,-0.01490819,0.00096772,-0.005057637,-0.012159993,0.028693614,-0.001411861,-0.017332313,-0.00353703,0.024730722,,-0.038866197,0.020647627,-0.040758078,-0.006576138,-0.011010011
19960131,-0.010592702,-0.004275226,0.003049155,-0.018674977,0.024825022,0.019641945,-0.013681381,0.048457518,-0.021151462,0.007571426,-0.008246837,-0.019414878,-0.02618154,-0.023265006,-0.022763847,,,0.031673716,0.035827614,-0.007861925,0.013937505,-0.00779447,,0.022272355,0.003531269,0.024486888,0.028444916,0.01677789,0.005516658,0.016029727,-0.033493139,-0.006235853,,0.018195065,-0.004245091,-0.00775372,0.006518851,-0.01109456
19960229,0.007837631,0.000117871,0.01967593,0.02766998,-0.010929683,-0.012571098,-0.005858635,-0.006362517,-0.002354055,-0.001944464,-0.015798438,0.002210659,-0.019051179,-0.011771762,-0.018280605,,,-0.008275701,0.011803817,0.007589931,0.002269791,0.016756167,,-0.00973916,-0.010231361,0.004294313,0.021199577,0.030861829,-0.012020979,0.00972594,0.016064845,0.018551562,,0.014244407,-0.011346222,-0.00175843,0.009679596,0.015497495
19960331,0.002160658,0.031440953,0.000101286,0.0082296,-0.003502233,-0.01409697,0.033539753,-0.043958239,0.014790742,-0.021502415,0.014880266,0.011462317,0.015091737,0.028672817,-0.000669027,,,-0.031650272,-0.004887966,0.018204692,-0.008658908,-0.022415028,,-0.038978526,-0.008196006,-0.034854698,-0.004551982,-0.001225713,-0.030317005,-0.025497846,0.035599846,0.010151713,,-0.020521169,0.01992857,-0.013511286,-0.011171011,0.01350456
19960430,0.001625253,-0.02421426,0.076688535,0.066875334,-0.0056754,0.001438368,0.004220436,-0.012885179,0.006205447,0.00563903,0.017171781,-0.01078127,-0.052839159,0.033650709,-0.007684041,,,-0.012202398,0.001844758,0.055637526,0.041500152,0.020465571,,-0.024578086,-0.012058344,-0.044391347,-0.005525128,0.00294258,-0.064571427,-0.010755703,0.044141584,-0.027526996,,0.025607272,-0.00029041,0.058828859,-0.055714936,0.00017767
19960531,-0.00269502,0.013409198,-0.004679576,0.004357264,-0.005301928,-0.007982673,-0.01110411,0.014010199,-0.004242719,0.003776541,-0.004479046,-0.02091189,0.014112954,-0.037750018,-0.019135258,,,0.003776318,0.009504861,-0.022601363,-0.019881191,0.002377203,0.033589547,-0.009482417,-0.001141364,0.01997427,0.018707532,0.018119433,0.006474242,-0.000738018,-0.004583952,0.01011644,,-0.013465624,-0.00619438,-0.004285641,0.003689653,-0.002176538
19960630,0.000268471,0.008192489,-0.066839912,-0.031208556,0.018364189,0.011759885,0.000113136,0.019984355,0.004254352,0.007845337,-0.002097085,0.002506942,0.037613241,-0.011583091,0.011474684,,,0.010645499,-0.023667704,-0.032133024,-0.028806922,-0.021589041,-0.003248612,0.013142425,0.026279862,0.004772091,-0.028593845,0.014161417,0.028871697,0.013140287,-0.016706349,0.006677586,,-0.008797495,0.00221614,-0.02372791,0.02637566,-0.012035549
19960731,-0.007840885,0.004028947,-0.042739511,-0.038559775,0.005479364,-0.005038104,-0.020175077,0.027636768,0.007948422,0.014900507,0.016056928,0.003282325,0.035258494,-0.003031759,0.024281911,,,0.02512352,-0.006938353,-0.042858146,-0.022362252,-0.016801264,-0.06457933,0.036248861,0.018034758,0.039098955,-0.008750045,-0.003816723,0.035350879,0.023475412,-0.042087097,0.010553087,,0.013349937,-0.009451009,-0.053714178,0.020075043,0.001963736
19960831,0.000788871,-0.001477158,0.017582189,0.012530822,-0.007756936,0.004923553,0.018770928,-0.004498978,0.013288038,-0.001697248,0.007328694,0.00424724,-0.006892744,0.007359513,0.013555956,,,-0.006214777,0.024461606,0.026176464,0.001067745,-0.001294922,0.019323326,-0.005562666,-0.015812346,-0.004068199,0.012938411,0.010645775,-0.003465438,-0.010164288,0.01628146,-0.004409945,,0.011002525,0.009420366,0.012814168,0.010614404,0.011738978
19960930,0.030871663,-0.0347958,0.024053406,0.012680276,-0.006865078,0.01129925,-0.039535961,0.026108544,-0.005151324,0.022518569,-0.018128969,0.030497453,-0.020820705,-0.018120586,0.001310601,,,0.003210487,-0.00290542,-0.023546972,0.005784368,0.034926533,-0.012335535,0.040738546,0.023831256,0.015320708,-0.003526938,0.006678556,0.003610455,0.048031787,-0.036922223,-0.018212193,,0.050801747,-0.026817661,0.002948464,-0.005425085,0.013111626
19961031,-0.00508073,0.016926367,-0.059332216,-0.04110232,0.029143712,0.021945079,0.013463411,0.043202,0.016544152,0.030147521,0.028496726,0.028169182,0.041648452,0.013448767,0.035393562,,,0.045581847,-0.022239615,-0.032792221,-0.040414123,-0.025653897,-0.04116099,0.04121926,0.014925196,0.068819877,-0.017560332,-0.012938638,0.055762194,0.020211964,-0.023821763,0.015519897,,0.003062158,0.017521118,-0.042698363,0.048729368,-0.00849838
19961130,0.036490658,-0.02360931,0.044415342,0.036227103,-0.013664346,0.000712749,-0.003732045,-0.005458828,-0.007328819,0.012515205,-0.023476158,-0.006913433,-0.042599098,0.014830463,0.021556644,,,0.00646969,0.036343699,-0.021339407,-0.023960368,0.025058976,-0.059981909,0.011811498,-0.003367811,-0.027678396,0.022736271,0.012563127,-0.02476276,0.003858675,0.012573422,-0.002924658,,0.028048807,-0.026966361,0.036628094,-0.034232284,0.04925388
19961231,-0.022086001,0.006402877,0.006811514,-0.005844087,-0.003825386,-0.006926563,0.035110432,-0.016183525,-0.012678116,-0.016655647,0.007823389,-0.022054658,0.026347309,0.028168711,0.0038812,,,0.00223933,0.023521313,0.029708696,0.001151801,-0.012307909,-0.048121016,-0.029264398,-0.013459959,-0.022115748,0.025736925,0.02215478,-0.024066366,-0.031365024,0.026324441,0.006134403,,-0.027198108,0.022994191,-0.008658,-0.009608574,-0.022736484
19970131,0.040219699,-0.012258375,0.025790892,0.04238083,-0.016757487,-0.000371723,-0.024271257,0.003644891,0.010739892,0.010771575,-0.01078291,-0.008598347,-0.044296148,-0.021460776,-0.008443692,,,-0.005928454,0.041628367,-0.037474247,-0.022591179,0.005646113,-0.091720436,0.022547538,0.007601408,0.02660404,0.016355598,0.022741334,0.016070594,0.021209765,-0.020107244,-0.005480134,,0.024270539,-0.008379644,0.047583261,0.003179904,0.033550478
19970228,-0.031901481,0.004797855,-0.027139511,-0.035650182,-0.005856412,-0.023463138,0.025509143,-0.022512576,-0.004278837,-0.013137451,-0.017495554,-0.001859937,0.05069922,0.006272004,0.035716686,,,-0.005183176,0.001245677,0.003340386,-0.016683279,-0.022565357,0.052392918,0.002821708,0.022351299,-0.030325772,0.030153635,0.011708338,-0.010893098,-0.012903264,0.008269863,0.020704837,,-0.013669754,-0.004775253,-0.023240345,-0.020992904,-0.024215802
19970331,0.00468087,0.031934282,-0.006395778,-0.015392012,0.035133856,0.021890791,0.013476179,0.005404363,0.004600445,0.00746114,0.016520518,-0.017379751,-0.002694765,0.015665604,-0.003044469,,,0.013041348,0.025043855,0.014279211,-0.007720825,0.007170205,0.011331354,-0.031073643,-0.01554507,0.003183152,0.031698664,0.003372637,-0.011420576,-0.017576046,0.04502298,0.017525225,,-0.024160836,0.030614509,-0.01521403,0.012120149,0.009694815
19970430,0.052006514,-0.03343725,-0.002778903,0.011767168,0.015567782,0.016041457,-0.032589627,0.026403244,0.024600638,0.047323862,0.000275395,0.014677065,-0.018513841,0.000823682,0.016831391,,,0.036690404,0.019577345,-0.041494394,-0.045233323,-0.009632027,-0.008066256,0.018343075,0.048062211,0.033434933,0.004743545,0.032573242,0.046208103,0.042585301,-0.009890352,0.018638164,,0.053723227,-0.008907264,0.009504683,-0.002061745,0.047225641
19970531,0.019705121,0.00555837,0.054070659,0.046858006,0.024327267,0.014766151,0.018401067,0.020353243,-0.025620763,0.00521362,-0.005423,-0.009505563,-0.03660212,0.003812631,-0.008527178,,,0.006811039,0.037657578,0.031276569,0.01932942,0.024100265,0.028443647,-0.024573674,-0.006878052,-0.046439067,0.046180599,0.019431901,-0.037147977,-0.019781769,0.017997102,-0.015385425,,0.003513494,0.0003555,0.036569894,-0.018180957,0.013544826
19970630,0.00702101,0.014152971,-0.022311847,-0.032544909,0.003354931,0.000196446,-0.013534971,0.005777591,-0.024169182,0.002345265,0.00787347,0.026322838,0.01133871,-0.003783082,0.013277706,,,0.008130947,-0.003708119,0.001463913,-0.00304678,-0.015429529,-0.014568079,0.009798493,0.011669633,0.016706629,0.001826329,0.007352649,0.023410276,0.040196214,0.002614357,0.024527577,,0.024349774,-0.01826222,-0.020344473,0.02658866,-0.000526681
19970731,0.071137308,-0.011834386,0.065421788,0.0699779,0.034460977,0.02230199,-0.001684706,0.00885787,0.002431439,0.000993679,-0.011389837,0.006186232,-0.069002309,-0.036805108,-0.014185626,,,0.008021732,0.037033169,-0.010222315,-0.00653099,-0.006745307,0.037654971,-0.021674191,-0.000709676,0.044652071,0.031638468,0.052828379,0.031451335,-0.012170652,0.000261199,-0.014317705,,0.011970396,-0.021153502,0.046554481,0.022132149,0.069782304
19970831,-0.015996047,0.033134823,0.030167252,0.026773924,0.028949291,0.008961688,0.039205521,-0.017508448,0.014122998,-0.002885441,-0.002793407,-0.018231294,-0.011393206,0.03087393,0.000790695,,,-0.001455411,0.011465297,0.068123686,0.042498285,-0.000376582,0.027262861,-0.043119037,-0.044074945,-0.033722995,0.000979584,-0.007682535,-0.00556239,-0.049493578,0.047248176,0.002345296,,-0.038656229,0.030120328,0.009776563,-0.031254204,-0.013879187
19970930,0.004817058,0.042030956,-0.001343733,0.008611236,0.014820128,0.020918984,0.005723564,0.017307468,0.024256065,0.001606705,0.010090832,0.007727731,0.009115464,-0.000180784,0.005190976,,,0.017432388,-0.004295583,-0.004129771,-0.012608964,-0.037092093,-0.021413901,0.003666724,0.002993872,0.023302846,-0.006004686,0.001509778,0.02611156,-0.002546779,-0.020618637,0.023964934,,-0.001623068,0.004645795,-0.009518618,0.0112825,0.002830098
19971031,-0.016780268,-0.002685831,-0.057179137,-0.057198938,-0.014364787,0.011953678,-0.009346204,0.028302313,0.022852897,0.017419275,0.023442464,0.047429729,0.041992883,0.031367564,0.046546767,,,0.011393604,-0.024968494,-0.043922035,-0.021834037,-0.018057579,0.005825755,0.054503644,0.034969233,0.005196829,-0.026469002,-9.77E-05,0.015068758,0.039886285,-0.029183431,0.024142372,,0.024023699,-0.046819868,-0.035601317,0.00086033,-0.013101533
19971130,0.008105518,0.012114414,-0.037258275,-0.03741969,0.01078143,0.002921934,-0.022114288,0.04699097,0.016415088,0.036369709,0.009800281,0.009659879,0.037589959,0.018409919,0.042179826,,,0.032105937,-0.030815949,-0.032960193,-0.041349109,-0.012354131,-0.002892432,0.028351451,0.029385684,0.007403459,-0.052079756,-0.036626803,0.024979937,0.041259945,-0.000691649,0.027956359,,0.002455868,-0.024036203,-0.04256172,-0.00027566,-0.002160835
19971231,-0.017226551,0.011003354,-0.051738206,-0.055210527,-0.000159379,-0.010452399,-0.004573477,0.021147987,0.013778331,-0.006507507,0.018331349,0.007741135,0.039302019,-0.01502103,0.032237591,,,0.022946996,-0.043787059,-0.016593334,-0.00376999,-0.021152457,0.006744002,0.018647625,0.041051555,0.018347662,-0.030893466,-0.044798493,0.026842993,0.012985146,-0.050544024,0.009217183,,-0.00607428,-0.028025628,-0.045394245,-0.009308,-0.018158736
19980131,0.035140475,0.008121183,0.052515758,0.043401304,0.019666478,0.002805141,-0.008583791,0.004103359,-0.016805828,-0.003159107,-0.034959239,-0.027062765,-0.049726698,-0.014095155,-0.049397493,,,0.01040233,0.043530667,-0.022004714,-0.041502939,0.00984674,0.035320666,-0.032641673,-0.009830472,0.003387548,0.057421288,0.015904718,-0.012557612,-0.01744309,0.016162786,-0.022955214,,-0.01049258,0.025098218,0.046527645,-0.011374957,0.031545185
19980228,0.02194713,-0.013786237,0.033628627,0.020819065,0.000829297,-0.006886965,-0.005697702,0.02481941,-0.014415757,-0.002274145,-0.001651615,0.016913819,-0.047252464,-0.026592492,-0.004090597,,,0.020125804,0.026214796,0.018834956,0.002906905,-0.005405081,0.024950215,-0.025959539,0.009402566,0.006252104,0.026278875,-0.005675144,-0.012498926,-0.003392591,0.026242476,0.005070838,,0.02129479,0.007526271,-0.002479955,0.00124266,0.02434512
19980331,-0.004352817,0.021883134,-0.002705638,-0.009292249,0.005078086,0.020072264,0.000802525,-0.022857782,0.030308093,-0.005184418,0.015284558,0.020143109,0.014978105,0.017833798,0.011763856,,,-0.004603554,0.014144715,-0.005489228,-0.015408693,-0.046804819,-0.00945736,-0.003909201,-0.011135334,0.00391317,0.012469463,0.007524353,-0.003906097,-0.000753645,-0.00037389,-0.008426799,,-0.024867621,0.003272839,0.000138667,0.024133447,-0.006316239
19980430,0.020742677,0.03644224,0.042710068,0.018037048,0.010517326,0.000935093,-0.000369435,0.005375455,-0.006642232,-0.001365885,-0.000907193,0.008427396,-0.021506405,-0.014674935,-0.010931908,,,0.018847026,0.031779707,-0.001865643,0.003191751,0.012919483,0.002633772,-0.006459662,0.003330482,-0.002576813,0.00757898,0.008890371,-0.01884684,-0.017647492,-0.004036744,0.020809208,,-0.00366153,0.013076718,0.018008418,-0.015135128,0.024757424
19980531,-0.019522464,-0.007263502,-0.029413496,-0.032287798,0.023951977,0.006447319,-0.011118462,0.029487988,-0.007904799,0.019562652,-0.010631711,0.01160277,0.016778782,0.00163254,0.014872401,,,0.02499356,0.029206979,-0.0258866,-0.040033094,-0.01745236,0.027681329,-0.006193695,0.003825595,0.017766032,0.034698978,-0.005448186,0.028613376,0.042285667,0.024715483,0.023981357,,0.02166617,-0.00650983,-0.006854196,0.053148096,-0.018810674
19980630,0.025599733,-0.017150565,0.019033518,0.020641639,0.024768643,0.037164799,-0.033785947,0.052775475,0.004000823,0.013284437,-0.009389584,0.020290155,-0.050440762,-0.060623476,-0.047117242,,,0.033247334,-0.051575459,-0.061531511,-0.022370121,0.023842848,0.097700267,0.01774309,0.030478844,0.086618062,-0.047640493,-0.039080796,0.093111425,0.012748809,-0.060011801,-0.035717365,0.217456334,0.003287731,-0.005157457,0.017560762,0.05670334,0.01137963
19980731,0.029926631,0.011318225,0.000400079,-0.006159233,0.030102541,0.024145141,-0.045049312,0.016403517,0.014804942,0.036194912,-0.006242004,0.00222566,-0.028120041,-0.050328633,-0.045424786,,,0.040102274,-0.049726586,-0.077545899,-0.045677017,-0.001010922,0.088619629,-0.009139876,0.032197348,0.055939165,-0.069090479,-0.011314742,0.075113021,0.011121105,-0.050868986,0.008609656,0.098900888,-0.004945385,0.02592588,-0.019750262,0.024589638,0.02554162
19980831,-0.09428919,0.037492801,-0.148295041,-0.128973954,0.041161135,0.034785783,0.010588931,0.044877016,-0.008093935,0.067428796,0.03517371,0.004156438,0.139019533,0.018442314,0.017844051,,,0.057385154,-0.011285343,-0.030396102,-0.036589322,0.031436403,-0.073607843,-0.010793801,-0.013307577,0.041343581,-0.03613083,-0.021059442,0.030733166,0.014007798,0.014767626,0.035210263,0.11765552,-0.043454251,0.029795954,-0.106701627,0.003700957,-0.120371543
19980930,0.025414948,0.011352576,0.069694867,0.047563459,-0.010810688,0.014735714,0.033888662,0.01834187,0.064303301,0.016698049,-0.036664022,-0.042212278,-0.018155993,-0.024132449,-0.081920315,,,-0.008276939,-0.013989652,0.00782158,0.059979395,0.050320899,0.056959704,-0.028126916,-0.036855383,-0.037235484,0.045147355,0.06761633,-0.034049564,-0.062664115,-0.016911662,-0.047291077,-0.018941249,-0.049043086,0.038959251,0.073886241,-0.013710723,0.023086815
19981031,0.074138384,-0.023306226,0.08288599,0.077586874,-0.016210822,-0.01946549,0.008116136,0.020910283,-0.03268384,0.015589874,-0.026627125,0.007317593,-0.033995074,0.039500234,0.042680421,,,0.017689638,0.103383043,0.01764208,-0.001452907,0.012505328,0.015148995,0.001669786,0.022178694,-0.080397238,0.085859615,0.057738982,-0.111434107,0.023634072,0.036963107,0.001744815,-0.014555223,0.04414357,-0.006853609,0.118921436,-0.044836677,0.098934231
19981130,0.010851742,0.001498928,0.028478868,0.04052423,-0.000275232,-0.007080468,-0.00133718,0.00384716,-0.013376988,-0.002026337,0.03306111,0.026036766,-0.022564891,-0.011091561,0.001157885,,,0.005628865,-0.000183258,-0.014106378,-0.034708526,-0.004088739,0.039157716,-0.012049274,0.01852895,-0.021277187,0.006798418,0.015357376,-0.040134365,0.019731195,0.004087295,0.013267038,-0.051945829,0.018377599,-0.018779363,0.043606063,-0.015123351,0.006621565
19981231,-0.000490964,-0.004812204,0.024862607,-0.015589239,0.024023237,0.045161631,-0.087519151,0.05008453,0.03577737,0.063096812,0.016345492,0.04089683,-0.096124394,-0.090241367,-0.049582294,,,0.040743226,-0.030115781,-0.071695134,-0.023133998,0.049094587,0.120739415,0.025345921,0.042721588,0.139682579,-0.026135103,-0.013035614,0.134902973,0.023273625,-0.052710942,-0.05279478,0.136776338,0.036923399,0.011550503,-0.006992628,0.094567628,0.003964739
19990131,0.104206791,0.003321635,0.127216053,0.100661731,-0.004856221,0.006421311,-0.047497819,0.027299072,-0.026444265,0.033623758,-0.008939126,0.019114381,-0.127005621,-0.078400795,-0.069687213,,,0.009312363,-0.00814101,-0.043607682,-0.010452903,0.046257534,0.150447166,-0.015994417,-0.010066429,0.084145829,-0.078473205,0.045351745,0.076002821,0.011128152,-0.028445915,-0.008197187,0.028024767,0.014536755,0.020104736,0.139325361,0.030498763,0.10035512
19990228,-0.00750626,-0.009458046,-0.023660923,-0.003449014,0.03751666,0.035500236,0.03454882,-0.011981597,0.032648812,-0.007246832,0.023798857,0.02588533,0.018961971,0.036964092,0.03481971,,,0.002733598,0.041540962,-0.001986543,-0.012205882,-0.026436025,-0.010542236,0.016031274,0.020297851,-0.02959009,0.049582034,0.037080208,-0.060276966,-0.004050414,0.015678156,0.009218625,0.023084572,0.022371264,-0.002081077,-0.02442238,-0.015923532,0.000479957
19990331,0.048385397,-0.023512453,0.081150586,0.041483627,-0.025742704,-0.005410077,-0.015442747,-0.036129654,0.007354863,0.012076597,-0.013599073,-0.057198393,-0.025529052,-0.011588382,-0.040697031,,,-0.036783357,-0.021230359,-0.052462183,8.36E-05,0.00515138,0.029682757,0.003134369,-0.005892211,0.002334078,-0.03624556,-0.026051933,-0.010107123,-0.014869513,-0.038777747,-0.011881891,0.019010731,5.52E-05,-0.00056355,0.071676567,-0.013306617,0.043671978
19990430,-0.022512314,0.000380416,-0.003091823,-0.013234479,0.017706417,-0.02598088,0.12510631,-0.038117051,-0.029591085,-0.036426582,-0.062230452,-0.043192033,0.090781139,0.142180624,0.056978284,-0.115243008,0.098332919,-0.006400421,0.037006401,0.129476462,0.066229838,-0.052675489,-0.103903774,-0.028265241,-0.031132613,-0.178986073,0.045467114,0.02674934,-0.145711454,-0.05224006,0.092791482,0.048761396,-0.011526868,-0.045984421,0.01856971,-0.034400249,-0.111946926,-0.00559062
19990531,-0.023744167,0.022167404,-0.019085649,-0.014671563,-0.01048997,-0.002971037,0.065946281,-0.023779709,-0.037354703,-0.031681761,0.002469484,-0.031505858,0.014868977,0.051328101,0.009967152,-0.165295274,-0.166233737,-0.008593,0.019515917,0.065696631,0.011213303,0.026585418,-0.032284771,-0.051170479,-0.054190917,-0.059480027,0.036196286,0.031209081,-0.075105392,-0.03691395,0.063222979,0.01972488,-0.0008745,-0.036744206,0.01460101,0.007571495,-0.031645149,-0.018241109
19990630,0.08722791,-0.005138662,0.077271401,0.062480756,0.026077028,0.006716613,-0.046368056,0.002615655,0.002003921,0.014816852,0.005698815,-0.006779931,-0.036300658,-0.048106717,-0.05638925,0.001764269,0.035123782,-0.02419466,0.044319934,-0.004266915,0.025822063,0.031307636,0.085678793,-0.005519816,0.008865399,0.052159172,0.030846994,0.0320431,0.07378427,-0.006147923,-0.034661383,-0.023871681,0.006995022,0.007108793,0.015799958,0.040625083,0.04071333,0.084428707
19990731,-0.010197963,-0.0099668,-0.011781276,-0.010392871,0.000183518,-0.024081849,-0.012832613,-0.001051016,0.015186171,0.019955171,-0.01401291,0.009000362,0.000652178,-0.019105795,-0.008334475,-0.022723323,0.018154831,-0.013773041,0.007464727,-0.022563314,0.005906173,0.033963272,0.000286479,-0.003160609,-0.012439486,0.055487405,0.003034274,0.022944011,0.019186594,0.016686092,-0.006494174,0.011984155,0.03118119,-0.006347925,0.032417743,0.00859031,0.051483774,-0.010588793
19990831,0.003190504,0.004403515,0.008750789,0.01731459,0.01772117,-0.017786148,-0.014873864,-0.019106617,-0.000739288,0.004785922,-0.020188673,-0.003064317,-0.005439377,-0.034498225,-0.026619848,0.023262496,-0.025059496,-0.058921404,-0.030394204,-0.001864564,0.035473753,0.031819569,0.015784541,-0.003148928,-0.009343155,0.011727642,-0.039528485,-0.020774804,0.00871156,-0.009696192,-0.023086601,-0.013571473,0.008927851,-0.011276264,0.018219315,0.031165696,0.031220849,0.009158685
19990930,0.014667275,-0.004131807,0.03135852,0.044914345,-0.008719002,-0.024489525,-0.034970668,-0.007856198,0.025927824,0.001357543,-0.030970431,0.017289341,-0.0196025,-0.064874833,-0.038153889,-0.026775152,0.024704601,-0.034126199,-0.022607911,-0.016706136,0.035612612,0.025001825,0.020184493,0.027407977,-0.004636121,0.064527571,-0.028337006,-0.012807379,0.065338117,-0.012294563,-0.06054178,-0.0310996,0.023123807,0.004587004,0.02445533,0.020551357,0.054688527,0.013857859
19991031,0.031878028,-0.020276284,-0.027214131,-0.02499122,0.043357385,0.045392486,-0.0732075,0.074762324,0.07329208,0.078419683,-5.93E-05,0.06147256,-0.009221963,-0.072304371,0.032954946,0.10479337,0.085806772,0.038171095,0.011202118,-0.107817446,-0.027076438,-0.00448158,0.023663891,0.132947296,0.074252757,0.067619403,-0.02572443,0.045567212,0.02112674,0.078215597,-0.121270114,0.012446244,0.020191448,0.092434794,-0.016656976,-0.01903145,0.022648785,0.043436736
19991130,0.06172186,-0.015836301,0.119827837,0.060059585,0.015754915,0.004185863,-0.080043018,0.006310424,-0.027668714,0.032795901,-0.002380252,0.006664306,-0.130319579,-0.097546576,-0.077532839,0.012924341,0.000377098,-0.029165247,0.027084689,-0.060591114,0.016704881,0.096041595,0.129052426,-0.002341777,0.007471257,0.072943758,0.010713032,0.027727635,0.046567036,0.007926938,-0.032086348,-0.03842836,0.010793905,0.035296356,0.022540385,0.057645091,0.031953753,0.061499554
19991231,0.127158787,-0.01815996,0.132439765,0.051723586,0.040812525,0.02032836,-0.050496779,0.044299655,-0.02266328,-0.016832584,0.030358219,0.031191697,-0.122696727,-0.064102964,-0.084457408,0.013369492,0.096746018,-0.002879916,-0.044119441,0.015920226,0.063793436,0.07232587,0.103897588,-0.010133832,0.015231221,0.110741851,-0.074842573,0.042652872,0.10511274,-0.010439279,-0.017161389,-0.013906895,0.028684043,0.029413531,0.070447817,0.056540739,0.121698054,0.115921522
20000131,-0.008513343,0.002861558,-0.009173181,0.008403542,0.037927916,0.05294917,-0.017227123,0.00350213,-0.007742094,-0.001067121,-0.027075214,0.00968286,0.002307214,-0.052260211,-0.02923142,-0.033705912,-0.040630315,0.001318092,0.080485998,-0.066862183,-0.008715684,0.028178148,0.01167601,0.019993074,-0.008215654,0.020814835,0.045597536,0.045424065,0.017153251,-0.003860623,-0.058027427,-0.047902499,-0.006781323,-0.022251716,0.011281425,0.004218316,0.011685935,-0.00714162
20000229,0.159385883,-0.061436324,0.208122579,0.198044244,0.110904122,0.116056471,-0.16455315,0.069152357,-0.02716516,0.072558464,0.022483147,0.043579873,-0.196236979,-0.180987003,-0.163645502,0.100073171,0.035418612,0.000440005,-0.073140092,-0.039773941,0.124671243,0.160077296,0.209683553,0.013834552,-0.015101041,0.185884061,-0.071933473,0.043497547,0.211577271,0.021410517,-0.127584422,-0.083737529,0.118308636,0.054751795,0.044786135,0.169260237,0.143007383,0.16858813
20000331,0.025644241,0.042039343,-0.049345902,-0.050470786,-0.054232716,-0.051104511,0.059669905,-0.066933652,0.023393387,-0.045676048,-0.00854084,-0.021410464,0.0324445,0.067344779,0.064126106,0.012901566,0.007685963,-0.016228702,0.060477279,0.031844941,-0.055607217,-0.032993638,-0.023695081,-0.030027645,0.009537614,-0.069069455,0.115875126,0.02657059,-0.102637891,-0.004135584,0.086284987,0.039403855,-0.003980834,-0.004541771,-0.010911015,-0.024023005,-0.029586755,0.022212109
20000430,-0.079016008,0.050219838,-0.079905947,-0.089658736,0.008772044,-0.009681131,0.08114001,-0.002226466,-0.051836145,0.010506198,0.017826029,-0.055523952,0.087719607,0.101696708,0.069234144,0.000110767,0.01477943,0.028414682,-0.022729715,0.050221957,-0.025804383,-0.034262512,-0.096928965,-0.041899881,-0.034572632,-0.063982598,0.009536497,-0.027796762,-0.060843804,-0.022200707,0.068319571,0.054352516,-0.009566476,-0.029757469,0.049328798,-0.087570647,-0.003584,-0.063877087
20000531,-0.051164667,0.029755539,-0.072972586,-0.047927947,-0.026723123,-0.036766265,0.052925562,-0.002351867,0.029752078,-0.027686222,-0.010536901,-0.065588448,0.127516678,0.061695526,0.064265581,-0.078660732,-0.087466095,0.039560216,0.02859572,0.044475242,-0.001304099,-0.10992465,-0.078338322,0.022059327,0.007836786,-0.113652055,-0.00550265,0.04653177,-0.113379981,-0.006971245,0.029901186,0.034890567,-0.056564586,-0.026540805,-0.024182857,-0.035190662,-0.099345968,-0.047493772
20000630,0.053808324,0.008814707,0.078203085,0.08896888,0.036572658,0.053600834,-0.1273195,0.04964704,-0.045714542,0.057377314,-0.000272658,0.028099189,-0.115151596,-0.133360775,-0.105637928,0.025224908,0.043610259,0.01003984,0.040676024,-0.038044562,0.062828295,0.068458698,0.151896588,0.013866062,0.018361415,0.124741392,0.05963478,-0.061880339,0.103050393,0.040063751,-0.102422388,-0.051135566,0.044091356,0.055323815,0.015469055,0.063664357,0.097911516,0.038443407
20000731,0.006521689,0.039544977,-0.05412505,-0.061294144,0.005125321,0.004727643,0.09998775,-0.020194756,0.007533046,-0.042482544,0.023630652,-0.004390191,0.06277449,0.039019398,0.043820907,-0.029291317,-0.020909143,0.029111038,0.056912554,0.023917732,-0.049977553,-0.068093283,-0.051206251,-0.017408804,0.049710725,-0.034519491,0.038767718,0.010142129,-0.030830371,-0.01427388,0.024955419,0.073783215,-0.028797997,-0.020341108,-0.032524755,-0.018463146,-0.04182634,0.007160587
